mat_name,errorfree_iterations,tol,maxiter,error_pos,error_iter,solve_iterations,final_relres,did_converge,realtime_s,pos_2norm,slowdown
bcsstk18.mat,432,1e-06,43200,2736,234,831,9.80747186271504e-07,True,0.342051958,10016843.07311454,1.9236111111111112
bcsstk18.mat,432,1e-06,43200,9282,174,449,9.950603409011324e-07,True,0.180082916,2445494.168405634,1.0393518518518519
bcsstk18.mat,432,1e-06,43200,9285,34,1368,9.755589144869644e-07,True,0.546567375,40473678.68993826,3.1666666666666665
bcsstk18.mat,432,1e-06,43200,7442,252,9244,9.994414391685202e-07,True,3.624270125,9534531.668580037,21.39814814814815
bcsstk18.mat,432,1e-06,43200,6871,14,1955,9.835154322163344e-07,True,0.81155275,260397415.59819007,4.525462962962963
bcsstk18.mat,432,1e-06,43200,14,134,527,9.514586290144393e-07,True,0.234355083,6503193.06653391,1.2199074074074074
bcsstk18.mat,432,1e-06,43200,7342,246,15609,9.955516631535098e-07,True,6.224367167,35097896.938471556,36.13194444444444
bcsstk18.mat,432,1e-06,43200,2778,28,466,9.834614955268847e-07,True,0.187628917,3701310.8903919426,1.0787037037037037
bcsstk18.mat,432,1e-06,43200,5706,370,979,9.923701073090371e-07,True,0.427849875,9281106.448029904,2.2662037037037037
bcsstk18.mat,432,1e-06,43200,8025,120,1120,9.980743774971365e-07,True,0.449183958,17696985.148906395,2.5925925925925926
bcsstk18.mat,432,1e-06,43200,7310,8,551,9.441163382095261e-07,True,0.225560458,5239177.625325054,1.275462962962963
bcsstk18.mat,432,1e-06,43200,6520,114,723,9.670711223596388e-07,True,0.291446292,4336053.233858688,1.6736111111111112
bcsstk18.mat,432,1e-06,43200,7013,293,11296,9.992365187685266e-07,True,4.521681166,383253848.67654157,26.14814814814815
bcsstk18.mat,432,1e-06,43200,1625,167,32957,9.974001921806482e-07,True,13.027760792,2428956635.5036917,76.28935185185185
bcsstk18.mat,432,1e-06,43200,7137,296,454,9.846836304047947e-07,True,0.183370833,5702.16315403095,1.0509259259259258
bcsstk18.mat,432,1e-06,43200,9298,81,43199,0.00027434732314113823,False,17.268102958,1198946270.6343706,99.99768518518519
bcsstk18.mat,432,1e-06,43200,3079,120,657,9.65682960296623e-07,True,0.267485291,50570959.322660506,1.5208333333333333
bcsstk18.mat,432,1e-06,43200,1376,166,443,9.987203760165426e-07,True,0.179993375,3878.041496159659,1.025462962962963
bcsstk18.mat,432,1e-06,43200,550,288,1146,9.865613911413512e-07,True,0.454613084,14042746.572654389,2.6527777777777777
bcsstk18.mat,432,1e-06,43200,7579,22,568,9.615175042008235e-07,True,0.226614958,2577084.1309066885,1.3148148148148149
bcsstk18.mat,432,1e-06,43200,8461,414,430,9.97151879435109e-07,True,0.1793095,26586304.630613808,0.9953703703703703
bcsstk18.mat,432,1e-06,43200,11125,219,558,9.95198846603675e-07,True,0.223588583,1787965.71649549,1.2916666666666667
bcsstk18.mat,432,1e-06,43200,6813,223,1120,9.89068305711823e-07,True,0.440899042,9287028.99286455,2.5925925925925926
bcsstk18.mat,432,1e-06,43200,1008,187,546,9.811099023763894e-07,True,0.2205875,4404886.893965094,1.2638888888888888
bcsstk18.mat,432,1e-06,43200,9283,389,900,9.995247125272143e-07,True,0.356610125,2821774.2894024123,2.0833333333333335
bcsstk18.mat,432,1e-06,43200,823,108,1952,9.913647049914862e-07,True,0.783434084,5066978.798123367,4.518518518518518
bcsstk18.mat,432,1e-06,43200,3336,380,443,8.902063162261946e-07,True,0.178499458,4874.623935209198,1.025462962962963
bcsstk18.mat,432,1e-06,43200,7910,161,451,9.468202852167305e-07,True,0.1807555,3743.3529595861078,1.0439814814814814
bcsstk18.mat,432,1e-06,43200,4152,329,7310,9.955366829997343e-07,True,2.841705833,227237885.30066937,16.921296296296298
bcsstk18.mat,432,1e-06,43200,3563,265,586,9.807090106278139e-07,True,0.230987042,3147118.6938810297,1.3564814814814814
bcsstk18.mat,432,1e-06,43200,1896,299,905,9.80855560627493e-07,True,0.352907125,12095009.979469156,2.0949074074074074
bcsstk18.mat,432,1e-06,43200,8790,379,4337,9.994146767968388e-07,True,1.714624083,17108044.044173535,10.039351851851851
bcsstk18.mat,432,1e-06,43200,4918,45,871,9.911389669022633e-07,True,0.337876458,16078318.007950775,2.0162037037037037
bcsstk18.mat,432,1e-06,43200,10785,97,43199,0.00013219160173367738,False,16.960408333,338060232.6775813,99.99768518518519
bcsstk18.mat,432,1e-06,43200,9529,284,11789,9.858158686383523e-07,True,4.689665875,404831196.1140994,27.28935185185185
bcsstk18.mat,432,1e-06,43200,5175,229,17695,9.93966799557419e-07,True,6.743512375,539791367.1943454,40.960648148148145
bcsstk18.mat,432,1e-06,43200,3170,316,24441,9.972992880451862e-07,True,9.498313375,3843570714.540178,56.576388888888886
bcsstk18.mat,432,1e-06,43200,10148,159,672,9.865626090041854e-07,True,0.269188,3678317.1536749774,1.5555555555555556
bcsstk18.mat,432,1e-06,43200,1573,115,25328,9.997327207881293e-07,True,9.776908042,790155280.0163876,58.629629629629626
bcsstk18.mat,432,1e-06,43200,8897,18,2891,9.944620945730613e-07,True,1.113404458,425695162.66416854,6.69212962962963
bcsstk18.mat,432,1e-06,43200,10432,224,13571,9.966127774989545e-07,True,5.339745625,425695162.66416854,31.41435185185185
bcsstk18.mat,432,1e-06,43200,7109,151,441,9.946556530213928e-07,True,0.18685,1.0,1.0208333333333333
bcsstk18.mat,432,1e-06,43200,4974,324,657,9.930242893095372e-07,True,0.253134458,3678317.1536749774,1.5208333333333333
bcsstk18.mat,432,1e-06,43200,2096,342,990,9.759824126140968e-07,True,0.383089625,34302359.59176924,2.2916666666666665
bcsstk18.mat,432,1e-06,43200,4075,20,468,9.95214197552521e-07,True,0.181335375,3821035.279053833,1.0833333333333333
bcsstk18.mat,432,1e-06,43200,5629,116,443,9.661229872063444e-07,True,0.172032125,33.22276793291186,1.025462962962963
bcsstk18.mat,432,1e-06,43200,516,12,452,9.607174696029135e-07,True,0.181593792,1.0,1.0462962962962963
bcsstk18.mat,432,1e-06,43200,3587,19,5186,9.915779032441407e-07,True,1.992595958,778903797.9936336,12.00462962962963
bcsstk18.mat,432,1e-06,43200,5339,429,432,9.454069687603733e-07,True,0.16817925,4452406.905996512,1.0
bcsstk18.mat,432,1e-06,43200,7997,87,43199,0.00018595792417218355,False,16.51131675,258970579.25327888,99.99768518518519
bcsstk18.mat,432,1e-06,43200,6461,38,629,9.86190821487621e-07,True,0.251006042,3876831.004058257,1.4560185185185186
bcsstk18.mat,432,1e-06,43200,3718,425,449,9.944648239094971e-07,True,0.190121833,27166150.924435552,1.0393518518518519
bcsstk18.mat,432,1e-06,43200,965,405,33654,9.985289084258398e-07,True,12.907572459,68207075.4517607,77.90277777777777
bcsstk18.mat,432,1e-06,43200,10148,107,3810,9.75443404817566e-07,True,1.442018667,3678317.1536749774,8.819444444444445
bcsstk18.mat,432,1e-06,43200,4773,431,459,9.96560764353644e-07,True,0.183208625,13276808.209784238,1.0625
bcsstk18.mat,432,1e-06,43200,4758,241,885,9.972802957039072e-07,True,0.34418125,180027047.1059497,2.048611111111111
bcsstk18.mat,432,1e-06,43200,1745,131,745,9.97489798203297e-07,True,0.3019125,3087401.128097237,1.724537037037037
bcsstk18.mat,432,1e-06,43200,5049,351,692,9.81049762364542e-07,True,0.280580541,56933433.876770645,1.6018518518518519
bcsstk18.mat,432,1e-06,43200,11035,212,710,9.910554484790148e-07,True,0.275910125,3076259.8007980855,1.6435185185185186
bcsstk18.mat,432,1e-06,43200,8924,118,1123,9.885462241111556e-07,True,0.436961958,30358179.662881687,2.599537037037037
bcsstk18.mat,432,1e-06,43200,7091,343,4641,9.943131966843969e-07,True,1.810034209,88895399.26702219,10.743055555555555
bcsstk18.mat,432,1e-06,43200,1866,183,1099,9.886131899377487e-07,True,0.424390708,8921395.262371907,2.5439814814814814
bcsstk18.mat,432,1e-06,43200,8684,103,43199,0.00010278217287194386,False,16.363857625,258970579.25327888,99.99768518518519
bcsstk18.mat,432,1e-06,43200,5658,200,616,9.913089452941274e-07,True,0.240514208,3696748.7526775384,1.4259259259259258
bcsstk18.mat,432,1e-06,43200,5020,107,860,9.866334617253039e-07,True,0.341413,3451847.387697949,1.9907407407407407
bcsstk18.mat,432,1e-06,43200,40,424,43199,3.917330224051922e-06,False,16.561023375,1590313016.990263,99.99768518518519
bcsstk18.mat,432,1e-06,43200,611,324,596,9.748568875325882e-07,True,0.245447208,1865130.0331520506,1.3796296296296295
bcsstk18.mat,432,1e-06,43200,10516,47,4291,9.842091532410597e-07,True,1.642050042,443973161.19328016,9.93287037037037
bcsstk18.mat,432,1e-06,43200,8409,416,486,9.971045702447e-07,True,0.191481084,93382362.71928811,1.125
bcsstk18.mat,432,1e-06,43200,427,343,1155,9.978329492338867e-07,True,0.443936833,12709761.038490368,2.673611111111111
bcsstk18.mat,432,1e-06,43200,2226,239,1355,9.929605209878168e-07,True,0.517106833,77248782.76824832,3.136574074074074
bcsstk18.mat,432,1e-06,43200,6640,168,657,9.904072798762184e-07,True,0.252332709,4796597.966934755,1.5208333333333333
bcsstk18.mat,432,1e-06,43200,4107,342,43199,1.1704451550640806e-06,False,16.380605083,1332016527.4678118,99.99768518518519
bcsstk18.mat,432,1e-06,43200,2747,174,706,9.865706985355165e-07,True,0.270106167,4837316.017098595,1.6342592592592593
bcsstk18.mat,432,1e-06,43200,8470,235,1743,9.884880449362613e-07,True,0.689405625,46257973.636028215,4.034722222222222
bcsstk18.mat,432,1e-06,43200,663,85,43199,5.143520357589942e-06,False,16.444394791,9429957.51701246,99.99768518518519
bcsstk18.mat,432,1e-06,43200,9129,225,437,9.856212840952517e-07,True,0.1679205,1.0,1.0115740740740742
bcsstk18.mat,432,1e-06,43200,1266,329,1096,9.88087860201589e-07,True,0.421399959,13722826.91866089,2.537037037037037
bcsstk18.mat,432,1e-06,43200,5909,12,452,9.817732574061414e-07,True,0.17944475,1.0,1.0462962962962963
bcsstk18.mat,432,1e-06,43200,497,365,440,9.78223092973866e-07,True,0.185413584,3036.4251371184423,1.0185185185185186
bcsstk18.mat,432,1e-06,43200,5713,191,1348,9.958307464359384e-07,True,0.522233333,17434724.607252814,3.1203703703703702
bcsstk18.mat,432,1e-06,43200,5122,143,432,9.90609295528273e-07,True,0.168942083,1.0,1.0
bcsstk18.mat,432,1e-06,43200,6243,269,43199,6.371823791539088e-06,False,16.427275334,1621550060.9404182,99.99768518518519
bcsstk18.mat,432,1e-06,43200,7846,315,638,9.816964668059755e-07,True,0.257953,3624034.780190809,1.4768518518518519
bcsstk18.mat,432,1e-06,43200,621,141,890,9.986950512202049e-07,True,0.34186175,10412792.926694855,2.060185185185185
bcsstk18.mat,432,1e-06,43200,10806,145,516,9.306092183732114e-07,True,0.208488666,11377191.417672858,1.1944444444444444
bcsstk18.mat,432,1e-06,43200,6925,304,1991,9.91929491466381e-07,True,0.770590791,62257000.96673055,4.608796296296297
bcsstk18.mat,432,1e-06,43200,1547,17,468,9.838682169543043e-07,True,0.183644,4582349.135180074,1.0833333333333333
bcsstk18.mat,432,1e-06,43200,3406,251,43199,9.922255609983374e-06,False,16.513760834,11572173.531059764,99.99768518518519
bcsstk18.mat,432,1e-06,43200,9410,345,4936,9.997995269938383e-07,True,1.895886208,156373933.72709164,11.425925925925926
bcsstk18.mat,432,1e-06,43200,1165,383,4702,9.996411355035466e-07,True,1.768433333,87448035.23495287,10.88425925925926
bcsstk18.mat,432,1e-06,43200,7610,13,4992,9.972402306522414e-07,True,1.894208375,1439547981.0033417,11.555555555555555
bcsstk18.mat,432,1e-06,43200,7780,132,450,9.817135285189195e-07,True,0.176474,163040.65463944813,1.0416666666666667
bcsstk18.mat,432,1e-06,43200,10248,398,43199,6.291116729109999e-06,False,16.446049209,9443709983.470074,99.99768518518519
bcsstk18.mat,432,1e-06,43200,2993,247,43199,3.568800449204163e-05,False,16.246759625,230020838.37569112,99.99768518518519
bcsstk18.mat,432,1e-06,43200,1213,14,448,9.862066504589652e-07,True,0.175143792,1.0,1.037037037037037
bcsstk18.mat,432,1e-06,43200,11772,243,642,9.596581881592092e-07,True,0.257066917,86938504.98301144,1.4861111111111112
bcsstk18.mat,432,1e-06,43200,3011,234,8448,9.99634280801017e-07,True,3.23225625,691767907.8208773,19.555555555555557
bcsstk18.mat,432,1e-06,43200,3657,110,8807,9.847669120839974e-07,True,3.299079416,34754111.50935978,20.386574074074073
bcsstk18.mat,432,1e-06,43200,141,390,1304,9.96203747855292e-07,True,0.501474834,36449884.76244711,3.0185185185185186
bcsstk18.mat,432,1e-06,43200,262,152,514,9.810807144080604e-07,True,0.199638375,455317.48001248715,1.1898148148148149
bcsstk18.mat,432,1e-06,43200,11402,30,1579,9.929127631657134e-07,True,0.602087625,75199051.61577283,3.6550925925925926
bcsstk18.mat,432,1e-06,43200,2105,255,43199,2.5182096777347214e-05,False,16.311156375,577558083.0605823,99.99768518518519
bcsstk18.mat,432,1e-06,43200,8245,313,563,9.85764346867262e-07,True,0.217409417,9612626.850370497,1.3032407407407407
bcsstk18.mat,432,1e-06,43200,10455,407,43199,5.327601329716786e-06,False,16.324837667,1324847069.7594717,99.99768518518519
bcsstk18.mat,432,1e-06,43200,6234,272,716,9.724888077608814e-07,True,0.275885791,2906455.4414351424,1.6574074074074074
bcsstk18.mat,432,1e-06,43200,3220,118,3756,9.947639190484175e-07,True,1.439833083,239068334.59397498,8.694444444444445
bcsstk18.mat,432,1e-06,43200,1683,286,551,9.980477905741174e-07,True,0.219602125,6241484.408447845,1.275462962962963
bcsstk18.mat,432,1e-06,43200,9769,59,43199,1.1026942452146224e-05,False,16.656133042,1558292411.3909123,99.99768518518519
bcsstk18.mat,432,1e-06,43200,1709,183,16225,9.997546863469675e-07,True,6.139397042,298787138.0284016,37.557870370370374
bcsstk18.mat,432,1e-06,43200,10108,216,43199,9.960769836043348e-06,False,16.377935417,6194179257.584183,99.99768518518519
bcsstk18.mat,432,1e-06,43200,10961,313,492,9.794135501376783e-07,True,0.190801917,2968.4444444184724,1.1388888888888888
bcsstk18.mat,432,1e-06,43200,2773,164,467,9.893884135214259e-07,True,0.182241875,8559443.95557734,1.0810185185185186
bcsstk18.mat,432,1e-06,43200,7537,188,626,9.871211525739153e-07,True,0.240317292,2557750.0426701177,1.4490740740740742
bcsstk18.mat,432,1e-06,43200,8587,20,551,9.604924425541474e-07,True,0.216661333,3624034.780190809,1.275462962962963
bcsstk18.mat,432,1e-06,43200,7941,304,447,9.063108585376019e-07,True,0.17410125,2092222.3152737317,1.0347222222222223
bcsstk18.mat,432,1e-06,43200,10974,258,43199,3.0735941648081324e-05,False,16.643066208,40038577.2046069,99.99768518518519
bcsstk18.mat,432,1e-06,43200,97,312,451,9.57756243024075e-07,True,0.195265584,1485683.2806197724,1.0439814814814814
bcsstk18.mat,432,1e-06,43200,9993,84,43199,0.00011390089196776373,False,16.39694225,633280720.3217039,99.99768518518519
bcsstk18.mat,432,1e-06,43200,3780,317,4238,9.980479029945625e-07,True,1.62610025,158358503.8508475,9.810185185185185
bcsstk18.mat,432,1e-06,43200,6312,160,453,9.725382111440492e-07,True,0.176448542,4864.670054769019,1.0486111111111112
bcsstk18.mat,432,1e-06,43200,4988,356,444,9.584973879759903e-07,True,0.17780025,3425371.5449080993,1.0277777777777777
bcsstk18.mat,432,1e-06,43200,2842,207,1773,9.89478587117327e-07,True,0.68458775,60934039.00104879,4.104166666666667
bcsstk18.mat,432,1e-06,43200,9007,374,537,9.374589845610217e-07,True,0.206528916,1623921.5702827377,1.2430555555555556
bcsstk18.mat,432,1e-06,43200,2844,58,648,9.506326302600198e-07,True,0.250580458,3082495.9612735347,1.5
bcsstk18.mat,432,1e-06,43200,2727,35,570,9.900983810831922e-07,True,0.220113333,3752122.1719988645,1.3194444444444444
bcsstk18.mat,432,1e-06,43200,155,86,6647,9.879983882025234e-07,True,2.541989416,1684529.566789531,15.386574074074074
bcsstk18.mat,432,1e-06,43200,1281,126,5793,9.958479966303362e-07,True,2.221933458,345060624.96261656,13.409722222222221
bcsstk18.mat,432,1e-06,43200,23,335,436,9.755310232260913e-07,True,0.170454875,1.0,1.0092592592592593
bcsstk18.mat,432,1e-06,43200,344,324,443,9.96901822062064e-07,True,0.173544542,1.0,1.025462962962963
bcsstk18.mat,432,1e-06,43200,10336,152,1163,9.814417424320288e-07,True,0.459936125,24747487.485692028,2.6921296296296298
bcsstk18.mat,432,1e-06,43200,5891,72,2297,9.991737386823675e-07,True,0.900362875,82540319.99866161,5.31712962962963
bcsstk18.mat,432,1e-06,43200,1561,166,43199,4.658278854563592e-06,False,16.23809525,2323076417.061659,99.99768518518519
bcsstk18.mat,432,1e-06,43200,8565,402,43199,4.826309227773922e-06,False,16.594154042,108128957.24397911,99.99768518518519
bcsstk18.mat,432,1e-06,43200,697,308,648,9.987026137879265e-07,True,0.254204834,3921981.0818407335,1.5
bcsstk18.mat,432,1e-06,43200,6680,228,21361,9.99648001679604e-07,True,8.075618208,1192029172.86945,49.44675925925926
bcsstk18.mat,432,1e-06,43200,5352,154,15272,9.97586827085339e-07,True,5.815017334,1730581155.331058,35.351851851851855
bcsstk18.mat,432,1e-06,43200,7173,354,558,9.606678727619232e-07,True,0.231435583,6882595.96413586,1.2916666666666667
bcsstk18.mat,432,1e-06,43200,9959,153,9229,9.953363218850236e-07,True,3.542546917,683025149.9983975,21.363425925925927
bcsstk18.mat,432,1e-06,43200,7826,39,471,9.756214768579385e-07,True,0.182652417,4061975.035867823,1.0902777777777777
bcsstk18.mat,432,1e-06,43200,3038,339,442,9.890067241283484e-07,True,0.17274475,4811402.413373597,1.0231481481481481
bcsstk18.mat,432,1e-06,43200,5578,114,529,9.776487162765868e-07,True,0.20392,5959722.675458756,1.224537037037037
bcsstk18.mat,432,1e-06,43200,6352,348,33356,9.992140342856165e-07,True,12.818941667,1191950268.3661153,77.21296296296296
bcsstk18.mat,432,1e-06,43200,6568,414,432,9.941478182860021e-07,True,0.169142416,47.81892285139636,1.0
bcsstk18.mat,432,1e-06,43200,9423,94,448,9.371703600116816e-07,True,0.17321075,1.0,1.037037037037037
bcsstk18.mat,432,1e-06,43200,1966,31,2002,9.848038336955586e-07,True,0.776872291,120188224.17576706,4.6342592592592595
